,latitude,longitude
0,33.9930677,-117.9686755
1,39.0600232,-77.1233929
2,43.7844397,-88.7878678
3,37.27528,-107.8800667
4,37.09024,-95.712891
5,37.2266829,-95.71621599999999
6,28.5383355,-81.3792365
7,41.48938709999999,-91.4263351
8,40.406137,-74.03504099999999
9,45.4604,-122.788377
10,34.0181993,-118.3403506
11,32.7766642,-96.79698789999999
12,37.09024,-95.712891
13,45.5051064,-122.6750261
14,34.4263886,-117.3008784
15,38.4087993,-121.3716178
16,42.732535,-84.5555347
17,40.8718465,-124.0912649
18,37.0366406,-95.6714121
19,36.0395247,-114.9817213
20,38.4192496,-82.44515400000002
21,29.4626646,-95.2337556
22,37.09024,-95.712891
23,41.6763545,-86.25198979999999
24,41.6763545,-86.25198979999999
25,31.9685988,-99.9018131
26,29.7604267,-95.3698028
27,39.1289725,-77.3783789
28,47.6062095,-122.3320708
29,29.44877,-98.560245
30,37.3058839,-89.51814759999999
31,33.7589188,-84.3640829
32,36.0726354,-79.7919754
33,36.0404924,-95.9618958
34,39.9611755,-82.99879419999999
35,30.2400058,-81.3852595
36,39.9562296,-75.2023233
37,34.0522342,-118.2436849
38,42.9923755,-89.52204060000001
39,36.1626638,-86.7816016
40,43.0693807,-76.1728432
41,38.9326436,-95.69284309999999
42,32.715738,-117.1610838
43,41.8781136,-87.6297982
44,43.0389025,-87.9064736
45,37.7360396,-120.9354895
46,45.5051064,-122.6750261
47,38.9822282,-94.6707917
48,37.09024,-95.712891
49,33.5386523,-112.1859866
50,47.0378741,-122.9006951
51,29.95106579999999,-90.0715323
52,27.6648274,-81.5157535
53,41.8781136,-87.6297982
54,37.7749295,-122.4194155
55,36.1626638,-86.7816016
56,37.09024,-95.712891
57,36.778261,-119.4179324
58,37.09024,-95.712891
59,62.4113634,-149.0729714
60,29.4457849,-98.4959969
61,29.7604267,-95.3698028
62,36.1626638,-86.7816016
63,34.0017327,-84.1590322
64,31.4637723,-100.4370375
65,36.1626638,-86.7816016
66,39.530946,-75.8074367
67,37.09024,-95.712891
68,39.7367324,-104.9795145
69,36.7533331,-96.15534670000001
70,34.0869409,-118.2702036
71,43.0481221,-76.14742439999999
72,34.0869409,-118.2702036
73,32.8054669,-96.7924254
74,36.1014281,-97.6572716
75,36.1626638,-86.7816016
76,34.0869409,-118.2702036
77,40.4172871,-82.90712300000001
78,34.0869409,-118.2702036
79,34.6035669,-98.39592909999999
80,41.9778795,-91.6656232
81,37.4062237,-122.0781663
82,38.4192496,-82.44515400000002
83,39.900076,-79.71643259999999
84,37.3860517,-122.0838511
85,43.6150186,-116.2023137
86,43.7844397,-88.7878678
87,30.4355884,-84.2658134
88,40.4172871,-82.90712300000001
89,40.4172871,-82.90712300000001
90,35.7795897,-78.6381787
91,38.5815719,-121.4943996
92,37.3860517,-122.0838511
93,36.3212886,-95.8288
94,27.8005828,-97.39638099999999
95,34.0522342,-118.2436849
96,40.7607793,-111.8910474
97,38.8338816,-104.8213634
98,37.8393332,-84.2700179
99,37.09024,-95.712891
100,40.8447819,-73.8648268
101,37.09024,-95.712891
102,26.190096,-80.365865
103,40.2722922,-81.60595409999999
104,32.715738,-117.1610838
105,41.2565369,-95.9345034
106,35.7595731,-79.01929969999999
107,27.6648274,-81.5157535
108,39.3209801,-111.0937311
109,37.2321077,-95.7243335
110,36.778261,-119.4179324
111,35.7595731,-79.01929969999999
112,38.5976262,-80.4549026
113,39.5500507,-105.7820674
114,40.0068363,-83.0306222
115,31.9685988,-99.9018131
116,35.108493,-77.04411429999999
117,34.0522342,-118.2436849
118,33.1983388,-96.6389342
119,37.09024,-95.712891
120,37.8393332,-84.2700179
121,44.831292,-123.007636
122,37.8393332,-84.2700179
123,36.1699412,-115.1398296
124,47.6062095,-122.3320708
125,32.3182314,-86.902298
126,32.7766642,-96.79698789999999
127,44.6289696,-68.77012239999999
128,41.2033216,-77.1945247
129,39.29883330000001,-76.5878328
130,37.8271784,-122.2913078
131,42.2639098,-88.84426739999999
132,39.011902,-98.4842465
133,37.2266829,-95.71621599999999
134,41.7735872,-89.6917383
135,38.9071923,-77.0368707
136,38.92593970000001,-79.8467349
137,36.778261,-119.4179324
138,35.2270869,-80.8431267
139,29.7604267,-95.3698028
140,38.9071923,-77.0368707
141,42.2639098,-88.84426739999999
142,41.8781136,-87.6297982
143,39.9611755,-82.99879419999999
144,37.80870609999999,-122.2603685
145,36.2646372,-95.854481
146,41.7735872,-89.6917383
147,33.4151843,-111.8314724
148,41.8781136,-87.6297982
149,35.2225668,-97.4394777
150,41.1220194,-73.7948516
151,47.7510741,-120.7401385
152,42.2639098,-88.84426739999999
153,25.7616798,-80.1917902
154,42.331427,-83.0457538
155,26.0573112,-80.271716
156,28.0582985,-81.8661442
157,28.5383355,-81.3792365
158,34.0522342,-118.2436849
159,28.5383355,-81.3792365
160,39.2014404,-85.9213796
161,37.2266829,-95.71621599999999
162,28.5383355,-81.3792365
163,36.7682088,-76.2874927
164,42.6556505,-70.620363
165,45.74524659999999,-87.06458010000001
166,34.0522342,-118.2436849
167,43.8041334,-120.5542012
168,34.1975048,-119.1770516
169,36.1511077,-86.80383289999999
170,35.4975625,-97.2689212
171,40.4172871,-82.90712300000001
172,42.331427,-83.0457538
173,28.5383355,-81.3792365
174,27.5158689,-97.85610899999999
175,41.8775293,-88.0670118
176,37.09024,-95.712891
177,28.5383355,-81.3792365
178,39.0457549,-76.64127119999999
179,47.6062095,-122.3320708
180,40.789142,-73.13496099999999
181,40.7127753,-74.0059728
182,36.1626638,-86.7816016
183,37.7749295,-122.4194155
184,37.8271784,-122.2913078
185,25.9046798,-80.32622839999999
186,35.463494,-97.4107128
187,35.5950581,-82.5514869
188,37.09024,-95.712891
189,35.9606384,-83.9207392
190,32.2226066,-110.9747108
191,32.2226066,-110.9747108
192,32.2226066,-110.9747108
193,32.2226066,-110.9747108
194,33.8847361,-118.4109089
195,37.7749295,-122.4194155
196,46.8083268,-100.7837392
197,37.09024,-95.712891
198,37.09024,-95.712891
199,36.0726354,-79.7919754
200,46.729553,-94.6858998
201,40.2794809,-86.5108355
202,45.4604,-122.788377
203,37.09024,-95.712891
204,34.0007104,-81.0348144
205,38.6270025,-90.19940419999999
206,32.715738,-117.1610838
207,39.3209801,-111.0937311
208,34.0522342,-118.2436849
209,39.266079,-84.26593299999999
210,38.9586307,-77.35700279999999
211,37.09024,-95.712891
212,42.6159285,-70.6619888
213,37.5407246,-77.4360481
214,35.7344538,-81.3444573
215,28.3180688,-80.6659842
216,30.4514677,-91.18714659999999
217,40.8447819,-73.8648268
218,45.5051064,-122.6750261
219,40.7830603,-73.9712488
220,41.6032207,-73.087749
221,32.3182314,-86.902298
222,42.09783609999999,-88.27748129999999
223,42.09783609999999,-88.27748129999999
224,40.735657,-74.1723667
225,35.2219971,-101.8312969
226,29.7604267,-95.3698028
227,37.09024,-95.712891
228,36.6149217,-121.822098
229,43.33647,-74.4241201
230,33.0276976,-96.7717855
231,37.2321077,-95.7243335
232,39.3209801,-111.0937311
233,36.778261,-119.4179324
234,37.09024,-95.712891
235,26.1224386,-80.13731740000001
236,30.4514677,-91.18714659999999
237,41.8781136,-87.6297982
238,39.1128377,-84.4727197
239,45.5051064,-122.6750261
240,40.7127753,-74.0059728
241,36.6777372,-121.6555013
242,43.0389025,-87.9064736
243,37.09024,-95.712891
244,37.09024,-95.712891
245,38.8048355,-77.0469214
246,34.1975048,-119.1770516
247,47.6587802,-117.4260465
248,42.09868669999999,-75.91797380000001
249,39.4168843,-88.380659
250,34.0522342,-118.2436849
251,38.4192496,-82.44515400000002
252,36.778261,-119.4179324
253,37.09024,-95.712891
254,33.4255104,-111.9400054
255,37.0298687,-76.34522179999999
256,31.9685988,-99.9018131
257,34.9592083,-116.419389
258,27.4682549,-82.69936310000001
259,40.4172871,-82.90712300000001
260,37.09024,-95.712891
261,40.8089419,-73.9482305
262,37.7749295,-122.4194155
263,40.789142,-73.13496099999999
264,29.7604267,-95.3698028
265,38.9822282,-94.6707917
266,32.76679550000001,-96.5991593
267,39.9525839,-75.1652215
268,34.0522342,-118.2436849
269,36.778261,-119.4179324
270,40.7232667,-73.9883901
271,41.8061399,-88.3272952
272,41.6763545,-86.25198979999999
273,33.0342974,-83.938242
274,32.3182314,-86.902298
275,36.1626638,-86.7816016
276,25.8575963,-80.2781057
277,31.4676687,-97.1147225
278,40.726203,-73.997038
279,38.8375215,-120.8958242
280,35.2270869,-80.8431267
281,34.1154946,-118.1843898
282,40.0583238,-74.4056612
283,29.4241219,-98.49362819999999
284,40.6331249,-89.3985283
285,45.5051064,-122.6750261
286,45.6257379,-122.6760886
287,32.7766642,-96.79698789999999
288,40.8147955,-77.86531260000001
289,32.2987573,-90.1848103
290,36.1699412,-115.1398296
291,38.2526647,-85.7584557
292,32.735687,-97.10806559999999
293,45.4604,-122.788377
294,37.4315734,-78.6568942
295,39.0997265,-94.5785667
296,37.09024,-95.712891
297,33.7589188,-84.3640829
298,47.6062095,-122.3320708
299,40.7127753,-74.0059728
300,30.267153,-97.7430608
301,34.0522342,-118.2436849
302,37.09024,-95.712891
303,37.2638324,-122.0230146
304,35.7595731,-79.01929969999999
305,45.5051064,-122.6750261
306,38.9822282,-94.6707917
307,41.5866643,-71.65128709999999
308,38.4735237,-122.8902721
309,47.6062095,-122.3320708
310,35.9798734,-78.50972279999999
311,32.0808989,-81.091203
312,37.09024,-95.712891
313,35.9798734,-78.50972279999999
314,29.4241219,-98.49362819999999
315,44.9943229,-74.5054135
316,29.4241219,-98.49362819999999
317,29.4241219,-98.49362819999999
318,41.9209018,-73.9612887
319,39.0033961,-84.6313586
320,40.0149856,-105.2705456
321,40.7694969,-83.8227148
322,41.6032207,-73.087749
323,35.2270869,-80.8431267
324,42.2161722,-83.3553842
325,36.1234863,-115.3280939
326,40.722236,-73.99549999999999
327,32.3546679,-89.3985283
328,47.7510741,-120.7401385
329,37.23968869999999,-95.70657340000001
330,39.3009361,-76.6200084
331,40.2671941,-86.1349019
332,38.8375215,-120.8958242
333,42.7346199,-70.859562
334,41.909611,-87.771964
335,35.810833,-83.993889
336,38.65479500000001,-83.9646491
337,41.2029998,-112.0510533
338,38.78492110000001,-76.8720961
339,31.9685988,-99.9018131
340,29.4241219,-98.49362819999999
341,39.9525839,-75.1652215
342,32.715738,-117.1610838
343,39.9525839,-75.1652215
344,38.0405837,-84.5037164
345,42.4974085,-82.89636039999999
346,26.7153424,-80.0533746
347,44.3148443,-85.60236429999999
348,39.0997265,-94.5785667
349,46.60281,-120.4558567
350,45.5051064,-122.6750261
351,39.1637984,-119.7674034
352,35.7795897,-78.6381787
353,41.6032207,-73.087749
354,42.7194778,-82.492132
355,40.7127753,-74.0059728
356,37.09024,-95.712891
357,43.076592,-89.4124875
358,40.2671941,-86.1349019
359,36.778261,-119.4179324
360,37.8271784,-122.2913078
361,45.5051064,-122.6750261
362,40.1061363,-75.16425269999999
363,41.8781136,-87.6297982
364,41.2033216,-77.1945247
365,43.1938516,-71.5723953
366,36.1699412,-115.1398296
367,37.09024,-95.712891
368,31.549333,-97.1466695
369,40.7177545,-74.0431435
370,44.3148443,-85.60236429999999
371,40.7144279,-73.9594438
372,29.95106579999999,-90.0715323
373,32.7246728,-117.1684121
374,29.4241219,-98.49362819999999
375,39.9852617,-104.8205283
376,29.1383165,-80.9956105
377,40.7127753,-74.0059728
378,37.09024,-95.712891
379,36.778261,-119.4179324
380,41.8781136,-87.6297982
381,36.0772801,-79.7720482
382,35.2270869,-80.8431267
383,37.09024,-95.712891
384,40.4172871,-82.90712300000001
385,37.09024,-95.712891
386,30.627977,-96.3344068
387,40.4172871,-82.90712300000001
388,39.5500507,-105.7820674
389,37.09024,-95.712891
390,44.3148443,-85.60236429999999
391,41.096485,-73.9729162
392,40.9312099,-73.89874689999999
393,38.5733155,-109.5498395
394,30.2240897,-92.0198427
395,41.719978,-87.7479528
396,41.8239891,-71.4128343
397,34.0522342,-118.2436849
398,34.0522342,-118.2436849
399,42.795896,-77.816947
400,33.7589188,-84.3640829
401,39.9525839,-75.1652215
402,34.0522342,-118.2436849
403,38.6270025,-90.19940419999999
404,35.5174913,-86.5804473
405,43.079507,-89.370069
406,33.4503998,-88.81838719999999
407,36.314168,-95.62178600000001
408,40.7127753,-74.0059728
409,37.4315734,-78.6568942
410,42.3600825,-71.0588801
411,40.7127753,-74.0059728
412,41.8008642,-87.9370052
413,27.6648274,-81.5157535
414,39.0997265,-94.5785667
415,33.5185892,-86.8103567
416,31.9685988,-99.9018131
417,32.715738,-117.1610838
418,34.637765,-99.3340442
419,37.09024,-95.712891
420,46.60281,-120.4558567
421,27.950575,-82.4571776
422,40.94331,-98.3793524
423,38.5200504,-89.9839935
424,39.0997265,-94.5785667
425,40.4977841,-74.4497591
426,38.6270025,-90.19940419999999
427,34.0522342,-118.2436849
428,42.033279,-91.5968958
429,36.1895728,-115.3036584
430,40.4977841,-74.4497591
431,36.175896,-95.985149
432,31.1123467,-97.7872209
433,47.7510741,-120.7401385
434,48.7519112,-122.4786854
435,35.5174913,-86.5804473
436,42.331427,-83.0457538
437,47.6062095,-122.3320708
438,40.7439905,-74.0323626
439,34.0022283,-118.4152266
440,42.3600825,-71.0588801
441,32.1656221,-82.9000751
442,36.9853543,-86.456138
443,41.03398620000001,-73.7629097
444,33.8752935,-117.5664384
445,34.0293789,-84.5546822
446,40.7127753,-74.0059728
447,39.0997265,-94.5785667
448,32.3204226,-96.2130315
449,37.09024,-95.712891
450,32.2226066,-110.9747108
451,31.9685988,-99.9018131
452,32.4315813,-80.6698286
453,37.09024,-95.712891
454,38.5815719,-121.4943996
455,33.6446621,-117.8370968
456,36.1370066,-97.065998
457,30.6953657,-88.0398912
458,38.6270025,-90.19940419999999
459,29.95106579999999,-90.0715323
460,34.74153680000001,-120.0928127
461,32.3182314,-86.902298
462,31.9685988,-99.9018131
463,40.2671941,-86.1349019
464,40.7127753,-74.0059728
465,30.2752011,-98.8719843
466,42.4072107,-71.3824374
467,34.0522342,-118.2436849
468,40.8521968,-74.1340891
469,38.907462,-77.03806999999999
470,32.7605415,-97.0037093
471,37.09024,-95.712891
472,43.5473028,-96.728333
473,38.5950532,-90.54623389999999
474,35.2270869,-80.8431267
475,39.9167783,-75.387693
476,30.9842977,-91.96233269999999
477,32.8134857,-97.3511541
478,35.0077519,-97.092877
479,42.09783609999999,-88.27748129999999
480,21.4389123,-158.0000565
481,61.2180556,-149.9002778
482,39.18360819999999,-96.57166939999999
483,47.6732281,-117.2393748
484,44.3148443,-85.60236429999999
485,37.09024,-95.712891
486,39.9611755,-82.99879419999999
487,38.8026097,-116.419389
488,29.4238472,-95.24410089999999
489,33.7489954,-84.3879824
490,34.1395597,-118.3870991
491,36.9741171,-122.0307963
492,31.9685988,-99.9018131
493,25.7616798,-80.1917902
494,41.8781136,-87.6297982
495,40.0641134,-105.2840798
496,37.09024,-95.712891
497,41.6032207,-73.087749
498,43.7844397,-88.7878678
499,39.0839973,-77.1527578
500,47.7510741,-120.7401385
501,39.9782025,-83.0040413
502,41.8781136,-87.6297982
503,36.11384839999999,-86.67966009999999
504,33.6446621,-117.8370968
505,38.6270025,-90.19940419999999
506,33.7589188,-84.3640829
507,36.351186,-96.0055787
508,37.4946568,-120.8465941
509,33.4941704,-111.9260519
510,38.4783198,-107.8761738
511,35.5174913,-86.5804473
512,25.7616798,-80.1917902
513,38.6270025,-90.19940419999999
514,44.0520691,-123.0867536
515,33.20763,-92.6662674
516,40.4977841,-74.4497591
517,28.374694,-81.549404
518,34.7464809,-92.28959479999999
519,37.09024,-95.712891
520,33.1983388,-96.6389342
521,35.84229670000001,-90.704279
522,30.267153,-97.7430608
523,41.2033216,-77.1945247
524,31.5307349,-83.8354542
525,41.8846976,-87.647283
526,37.09024,-95.712891
527,37.09024,-95.712891
528,37.09024,-95.712891
529,33.2140233,-87.5391418
530,40.3553473,-80.0494982
531,37.09024,-95.712891
532,32.715738,-117.1610838
533,35.7688425,-119.2470536
534,40.4977841,-74.4497591
535,31.9685988,-99.9018131
536,37.09024,-95.712891
537,37.09024,-95.712891
538,37.09024,-95.712891
539,32.7554883,-97.3307658
540,40.789142,-73.13496099999999
541,37.8393332,-84.2700179
542,46.729553,-94.6858998
543,37.5629917,-122.3255254
544,47.6101497,-122.2015159
545,39.7392358,-104.990251
546,32.3182314,-86.902298
547,33.1876786,-86.7817666
548,32.8134857,-97.3511541
549,34.0522342,-118.2436849
550,36.778261,-119.4179324
551,32.912624,-96.63888329999999
552,42.3037737,-71.3283999
553,35.20105,-91.8318334
554,41.70753939999999,-86.8950297
555,32.5050798,-93.74979239999999
556,27.6648274,-81.5157535
557,31.9685988,-99.9018131
558,40.7127753,-74.0059728
559,36.351186,-96.0055787
560,37.09024,-95.712891
561,41.77198629999999,-80.8547589
562,34.1430085,-118.4000053
563,31.9685988,-99.9018131
564,31.9685988,-99.9018131
565,33.9489952,-84.2339306
566,36.7377981,-119.7871247
567,37.2709704,-79.9414266
568,47.6062095,-122.3320708
569,41.6032207,-73.087749
570,34.1083449,-117.2897652
571,37.8287218,-92.1053864
572,33.857328,-84.0199108
573,29.4241219,-98.49362819999999
574,36.1699412,-115.1398296
575,40.736956,-73.81441629999999
576,38.6270025,-90.19940419999999
577,33.7489954,-84.3879824
578,37.9715592,-87.5710898
579,29.95106579999999,-90.0715323
580,34.0522342,-118.2436849
581,36.1699412,-115.1398296
582,36.1699412,-115.1398296
583,44.3148443,-85.60236429999999
584,36.778261,-119.4179324
585,37.09024,-95.712891
586,47.7510741,-120.7401385
587,38.7136992,-93.2774606
588,39.0457549,-76.64127119999999
589,37.09024,-95.712891
590,42.1584324,-71.1447732
591,37.09024,-95.712891
592,37.09024,-95.712891
593,31.5785074,-84.15574099999999
594,37.09024,-95.712891
595,38.9647517,-92.3310654
596,39.9613759,-105.5108312
597,28.8052674,-97.0035982
598,41.2033216,-77.1945247
599,39.768403,-86.158068
600,39.9868904,-75.4007058
601,37.08422710000001,-94.51328099999999
602,35.5950581,-82.5514869
603,33.836081,-81.1637245
604,30.267153,-97.7430608
605,44.0682019,-114.7420408
606,41.5800945,-71.4774291
607,34.5199402,-105.8700901
608,36.8529263,-75.97798499999999
609,37.09024,-95.712891
610,39.0839973,-77.1527578
611,37.08422710000001,-94.51328099999999
612,37.08422710000001,-94.51328099999999
613,35.2981943,-81.01590809999999
614,41.0997803,-80.6495194
615,28.5383355,-81.3792365
616,42.0834335,-71.0183787
617,45.4604,-122.788377
618,37.09024,-95.712891
619,41.49932,-81.6943605
620,30.2849185,-97.7340567
621,40.6781784,-73.9441579
622,41.8781136,-87.6297982
623,36.1699412,-115.1398296
624,32.5251516,-93.7501789
625,41.2033216,-77.1945247
626,41.3455892,-88.8425769
627,34.4538799,-118.577204
628,38.9071923,-77.0368707
629,39.5500507,-105.7820674
630,36.1699412,-115.1398296
631,39.768403,-86.158068
632,38.97774,-76.48852
633,37.0870821,-76.4730122
634,43.1978624,-70.8736698
635,43.1116731,-88.4992659
636,35.5067215,-97.76254410000001
637,41.2511682,-80.7453575
638,37.09024,-95.712891
639,36.778261,-119.4179324
640,33.7589188,-84.3640829
641,35.5067215,-97.76254410000001
642,41.6980668,-85.0457216
643,48.42011309999999,-122.3365554
644,32.7420322,-83.6751912
645,46.60281,-120.4558567
646,40.406137,-74.03504099999999
